r-baclofen	perturbagen_web_00002.tsv
rocuronium	perturbagen_web_05397.tsv
rofecoxib	perturbagen_web_05398.tsv
roflumilast	perturbagen_web_05399.tsv
rolapitant	perturbagen_web_05401.tsv
rolipram	perturbagen_web_05402.tsv
rolitetracycline	perturbagen_web_05403.tsv
romidepsin	perturbagen_web_05406.tsv
ronidazole	perturbagen_web_05407.tsv
ropinirole	perturbagen_web_05408.tsv
ropivacaine	perturbagen_web_05409.tsv
roquinimex	perturbagen_web_05410.tsv
rosamicin	perturbagen_web_05411.tsv
roscovitine	perturbagen_web_05412.tsv
rosiglitazone	perturbagen_web_05415.tsv
rosoxacin	perturbagen_web_05418.tsv
rosuvastatin	perturbagen_web_05420.tsv
rotigotine	perturbagen_web_05421.tsv
roxarsone	perturbagen_web_05424.tsv
roxithromycin	perturbagen_web_05426.tsv
rp67580	perturbagen_web_05428.tsv
rrx-001	perturbagen_web_05430.tsv
rs-100329	perturbagen_web_05432.tsv
rs-102221	perturbagen_web_05433.tsv
rs-127445	perturbagen_web_05435.tsv
rs-17053	perturbagen_web_05437.tsv
rs-45041-190	perturbagen_web_05440.tsv
rs-504393	perturbagen_web_05441.tsv
rs-56812	perturbagen_web_05442.tsv
rs-67506	perturbagen_web_05444.tsv
rs-79948	perturbagen_web_05445.tsv
rta-408	perturbagen_web_05447.tsv
ru-24969	perturbagen_web_05448.tsv
ru-28318	perturbagen_web_05449.tsv
rubitecan	perturbagen_web_05453.tsv
ruboxistaurin	perturbagen_web_05454.tsv
rucaparib	perturbagen_web_05455.tsv
rufinamide	perturbagen_web_05457.tsv
rufloxacin	perturbagen_web_05458.tsv
rupatadine	perturbagen_web_05459.tsv
rutaecarpine	perturbagen_web_05460.tsv
rutin	perturbagen_web_05461.tsv
ruxolitinib	perturbagen_web_05462.tsv
rwj-67657	perturbagen_web_05467.tsv
rx-3117	perturbagen_web_05468.tsv
s-14506	perturbagen_web_05473.tsv
s-methylcysteine	perturbagen_web_05478.tsv
s-nitrosoglutathione	perturbagen_web_05479.tsv
s-trityl-l-cysteine	perturbagen_web_05481.tsv
s15535	perturbagen_web_05482.tsv
s18986	perturbagen_web_05483.tsv
s26948	perturbagen_web_05485.tsv
s4	perturbagen_web_05486.tsv
s49076	perturbagen_web_05487.tsv
s63845	perturbagen_web_05488.tsv
saccharin	perturbagen_web_05490.tsv
saclofen	perturbagen_web_05491.tsv
sacubitril	perturbagen_web_05492.tsv
sacubitrilat	perturbagen_web_05493.tsv
safinamide	perturbagen_web_05495.tsv
safingol	perturbagen_web_05496.tsv
safranal	perturbagen_web_05497.tsv
sag	perturbagen_web_05498.tsv
salicin	perturbagen_web_05501.tsv
salicylamide	perturbagen_web_05503.tsv
salicylanilide	perturbagen_web_05504.tsv
salidroside	perturbagen_web_05506.tsv
salinomycin	perturbagen_web_05507.tsv
salirasib	perturbagen_web_05508.tsv
salmeterol	perturbagen_web_05509.tsv
salubrinal	perturbagen_web_05511.tsv
sameridine	perturbagen_web_05516.tsv
sanazole	perturbagen_web_05517.tsv
sangivamycin	perturbagen_web_05519.tsv
sant-1	perturbagen_web_05521.tsv
sapacitabine	perturbagen_web_05523.tsv
sapropterin	perturbagen_web_05524.tsv
saquinavir	perturbagen_web_05525.tsv
sar131675	perturbagen_web_05527.tsv
sar405	perturbagen_web_05528.tsv
sar405838	perturbagen_web_05529.tsv
saracatinib	perturbagen_web_05531.tsv
sarafloxacin	perturbagen_web_05532.tsv
sarcosine	perturbagen_web_05533.tsv
saroglitazar	perturbagen_web_05536.tsv
sarpogrelate	perturbagen_web_05537.tsv
satraplatin	perturbagen_web_05539.tsv
savolitinib	perturbagen_web_05540.tsv
saxagliptin	perturbagen_web_05541.tsv
sb-202190	perturbagen_web_05543.tsv
sb-203580	perturbagen_web_05545.tsv
sb-206553	perturbagen_web_05547.tsv
sb-216763	perturbagen_web_05549.tsv
sb-222200	perturbagen_web_05553.tsv
sb-239063	perturbagen_web_05557.tsv
sb-242235	perturbagen_web_05558.tsv
sb-243213	perturbagen_web_05559.tsv
sb-258585	perturbagen_web_05560.tsv
sb-269970	perturbagen_web_05562.tsv
sb-271046	perturbagen_web_05563.tsv
sb-328437	perturbagen_web_05565.tsv
sb-334867	perturbagen_web_05566.tsv
sb-366791	perturbagen_web_05567.tsv
sb-399885	perturbagen_web_05568.tsv
sb-408124	perturbagen_web_05569.tsv
sb-415286	perturbagen_web_05570.tsv
sb-431542	perturbagen_web_05571.tsv
sb-505124	perturbagen_web_05573.tsv
sb-525334	perturbagen_web_05574.tsv
sb-590885	perturbagen_web_05575.tsv
sb-612111	perturbagen_web_05576.tsv
sb-649868	perturbagen_web_05577.tsv
sb-705498	perturbagen_web_05580.tsv
sb-706375	perturbagen_web_05581.tsv
sb-742457	perturbagen_web_05582.tsv
sb-743921	perturbagen_web_05583.tsv
sb-747651a	perturbagen_web_05584.tsv
sb-756050	perturbagen_web_05585.tsv
sbha	perturbagen_web_05589.tsv
sc-19220	perturbagen_web_05594.tsv
sc-236	perturbagen_web_05595.tsv
sc-51089	perturbagen_web_05596.tsv
sc-560	perturbagen_web_05597.tsv
sc-9	perturbagen_web_05598.tsv
sch-202676	perturbagen_web_05600.tsv
sch-23390	perturbagen_web_05602.tsv
sch-28080	perturbagen_web_05603.tsv
sclareol	perturbagen_web_05609.tsv
scmc-lys	perturbagen_web_05611.tsv
scopolamine	perturbagen_web_05613.tsv
scp-1	perturbagen_web_05615.tsv
scriptaid	perturbagen_web_05616.tsv
scs	perturbagen_web_05617.tsv
sd-169	perturbagen_web_05619.tsv
sd-208	perturbagen_web_05620.tsv
sdm25n	perturbagen_web_05622.tsv
se-methylselenocysteine	perturbagen_web_05630.tsv
seclazone	perturbagen_web_05632.tsv
secnidazole	perturbagen_web_05634.tsv
securinine	perturbagen_web_05637.tsv
seladelpar	perturbagen_web_05639.tsv
selamectin	perturbagen_web_05640.tsv
selegiline	perturbagen_web_05641.tsv
selenomethionine	perturbagen_web_05642.tsv
selexipag	perturbagen_web_05644.tsv
selfotel	perturbagen_web_05645.tsv
selinexor	perturbagen_web_05646.tsv
selitrectinib	perturbagen_web_05647.tsv
selonsertib	perturbagen_web_05648.tsv
selumetinib	perturbagen_web_05649.tsv
semagacestat	perturbagen_web_05650.tsv
semapimod	perturbagen_web_05651.tsv
semaxanib	perturbagen_web_05652.tsv
semustine	perturbagen_web_05653.tsv
senicapoc	perturbagen_web_05655.tsv
seocalcitol	perturbagen_web_05658.tsv
seratrodast	perturbagen_web_05660.tsv
serdemetan	perturbagen_web_05661.tsv
serotonin	perturbagen_web_05662.tsv
sertaconazole	perturbagen_web_05663.tsv
sertindole	perturbagen_web_05664.tsv
sertraline	perturbagen_web_05665.tsv
sesamin	perturbagen_web_05666.tsv
setipiprant	perturbagen_web_05667.tsv
setmelanotide	perturbagen_web_05669.tsv
sevoflurane	perturbagen_web_05670.tsv
sew-2871	perturbagen_web_05671.tsv
sf-11	perturbagen_web_05672.tsv
sgi-1027	perturbagen_web_05676.tsv
sgi-1776	perturbagen_web_05677.tsv
shp099	perturbagen_web_05682.tsv
sib-1553a	perturbagen_web_05683.tsv
sib-1757	perturbagen_web_05684.tsv
sib-1893	perturbagen_web_05685.tsv
siguazodan	perturbagen_web_05687.tsv
sildenafil	perturbagen_web_05688.tsv
silibinin	perturbagen_web_05689.tsv
silodosin	perturbagen_web_05690.tsv
silymarin	perturbagen_web_05692.tsv
simeprevir	perturbagen_web_05693.tsv
simvastatin	perturbagen_web_05695.tsv
sincalide	perturbagen_web_05696.tsv
sinefungin	perturbagen_web_05697.tsv
sinomenine	perturbagen_web_05698.tsv
sipatrigine	perturbagen_web_05699.tsv
siponimod	perturbagen_web_05700.tsv
siramesine	perturbagen_web_05701.tsv
sirolimus	perturbagen_web_05703.tsv
sirtinol	perturbagen_web_05705.tsv
sis3	perturbagen_web_05706.tsv
sisomicin	perturbagen_web_05707.tsv
sitafloxacin	perturbagen_web_05709.tsv
sitagliptin	perturbagen_web_05710.tsv
sitaxentan	perturbagen_web_05711.tsv
sitosterol	perturbagen_web_05712.tsv
sivelestat	perturbagen_web_05714.tsv
sjg-136	perturbagen_web_05717.tsv
ska-31	perturbagen_web_05719.tsv
skepinone-l	perturbagen_web_05720.tsv
skf-38393	perturbagen_web_05721.tsv
skf-77434	perturbagen_web_05722.tsv
skf-81297	perturbagen_web_05723.tsv
skf-83566	perturbagen_web_05724.tsv
skf-86002	perturbagen_web_05725.tsv
skf-96365	perturbagen_web_05728.tsv
ski-ii	perturbagen_web_05729.tsv
sklb1002	perturbagen_web_05731.tsv
sm-108	perturbagen_web_05734.tsv
sm-164	perturbagen_web_05735.tsv
smi-4a	perturbagen_web_05738.tsv
sn-2	perturbagen_web_05739.tsv
sn-38	perturbagen_web_05740.tsv
sn-6	perturbagen_web_05741.tsv
snap	perturbagen_web_05742.tsv
snap-94847	perturbagen_web_05744.tsv
snc-80	perturbagen_web_05745.tsv
snx-2112	perturbagen_web_05748.tsv
snx-5422	perturbagen_web_05749.tsv
sobetirome	perturbagen_web_05750.tsv
soblidotin	perturbagen_web_05751.tsv
sodium-butyrate	perturbagen_web_05755.tsv
sodium-nitroprusside	perturbagen_web_05762.tsv
sofalcone	perturbagen_web_05768.tsv
sofosbuvir	perturbagen_web_05769.tsv
solamargine	perturbagen_web_05772.tsv
solithromycin	perturbagen_web_05775.tsv
solriamfetol	perturbagen_web_05776.tsv
somatostatin	perturbagen_web_05778.tsv
sonepiprazole	perturbagen_web_05779.tsv
sonidegib	perturbagen_web_05780.tsv
sophocarpine	perturbagen_web_05781.tsv
sorafenib	perturbagen_web_05782.tsv
soraprazan	perturbagen_web_05783.tsv
sorbinil	perturbagen_web_05785.tsv
sorbitol	perturbagen_web_05787.tsv
sotagliflozin	perturbagen_web_05788.tsv
sotalol	perturbagen_web_05789.tsv
sotrastaurin	perturbagen_web_05790.tsv
sp-420	perturbagen_web_05793.tsv
sparfloxacin	perturbagen_web_05795.tsv
spautin-1	perturbagen_web_05801.tsv
spectinomycin	perturbagen_web_05802.tsv
spermidine	perturbagen_web_05803.tsv
spermine	perturbagen_web_05804.tsv
sphingosylphosphorylcholine	perturbagen_web_05805.tsv
spiperone	perturbagen_web_05806.tsv
spiradoline	perturbagen_web_05807.tsv
spiramycin	perturbagen_web_05808.tsv
spironolactone	perturbagen_web_05810.tsv
spiroxatrine	perturbagen_web_05811.tsv
spizofurone	perturbagen_web_05812.tsv
spp301	perturbagen_web_05814.tsv
sq-109	perturbagen_web_05816.tsv
sq-22536	perturbagen_web_05817.tsv
squalamine	perturbagen_web_05818.tsv
sr-140333	perturbagen_web_05822.tsv
srpin340	perturbagen_web_05835.tsv
srt1720	perturbagen_web_05836.tsv
srt2104	perturbagen_web_05837.tsv
ssr128129e	perturbagen_web_05839.tsv
ssr180711	perturbagen_web_05840.tsv
ssr240612	perturbagen_web_05841.tsv
st-2825	perturbagen_web_05844.tsv
st-91	perturbagen_web_05845.tsv
sta-5326	perturbagen_web_05846.tsv
statil	perturbagen_web_05848.tsv
stattic	perturbagen_web_05849.tsv
stavudine	perturbagen_web_05850.tsv
stepronin	perturbagen_web_05852.tsv
stf-083010	perturbagen_web_05854.tsv
stf-62247	perturbagen_web_05857.tsv
stigmasterol	perturbagen_web_05858.tsv
stiripentol	perturbagen_web_05859.tsv
stobadine	perturbagen_web_05860.tsv
streptomycin	perturbagen_web_05861.tsv
streptozotocin	perturbagen_web_05862.tsv
strychnine	perturbagen_web_05864.tsv
su11274	perturbagen_web_05866.tsv
su4312	perturbagen_web_05869.tsv
su9516	perturbagen_web_05870.tsv
substance-p	perturbagen_web_05871.tsv
succinobucol	perturbagen_web_05873.tsv
succinylsulfathiazole	perturbagen_web_05875.tsv
sucralfate	perturbagen_web_05876.tsv
sucralose	perturbagen_web_05877.tsv
sucrose	perturbagen_web_05878.tsv
sugammadex	perturbagen_web_05882.tsv
sulbactam	perturbagen_web_05883.tsv
sulbutiamine	perturbagen_web_05886.tsv
sulconazole	perturbagen_web_05887.tsv
sulfabenzamide	perturbagen_web_05888.tsv
sulfacetamide	perturbagen_web_05890.tsv
sulfachlorpyridazine	perturbagen_web_05891.tsv
sulfadiazine	perturbagen_web_05892.tsv
sulfadoxine	perturbagen_web_05893.tsv
sulfafurazole	perturbagen_web_05894.tsv
sulfaguanidine	perturbagen_web_05895.tsv
sulfamerazine	perturbagen_web_05896.tsv
sulfamethazine	perturbagen_web_05898.tsv
sulfamethizole	perturbagen_web_05899.tsv
sulfamethoxazole	perturbagen_web_05900.tsv
sulfamethoxypyridazine	perturbagen_web_05901.tsv
sulfametopyrazine	perturbagen_web_05902.tsv
sulfamonomethoxine	perturbagen_web_05903.tsv
sulfanilamide	perturbagen_web_05905.tsv
sulfaphenazole	perturbagen_web_05908.tsv
sulfapyridine	perturbagen_web_05909.tsv
sulfaquinoxaline	perturbagen_web_05910.tsv
sulfasalazine	perturbagen_web_05911.tsv
sulfathiazole	perturbagen_web_05912.tsv
sulfinpyrazone	perturbagen_web_05914.tsv
sulforaphane	perturbagen_web_05917.tsv
sulindac	perturbagen_web_05918.tsv
sulmazole	perturbagen_web_05920.tsv
suloctidil	perturbagen_web_05922.tsv
sulphadimethoxine	perturbagen_web_05924.tsv
sulpiride	perturbagen_web_05925.tsv
sultamicillin	perturbagen_web_05926.tsv
sultiame	perturbagen_web_05927.tsv
sultopride	perturbagen_web_05928.tsv
sumanirole	perturbagen_web_05929.tsv
sumatriptan	perturbagen_web_05930.tsv
sunitinib	perturbagen_web_05933.tsv
suplatast	perturbagen_web_05934.tsv
suprofen	perturbagen_web_05935.tsv
suramin	perturbagen_web_05936.tsv
suxibuzone	perturbagen_web_05939.tsv
swainsonine	perturbagen_web_05940.tsv
synephrine	perturbagen_web_05946.tsv
t-1095	perturbagen_web_05951.tsv
t-5224	perturbagen_web_05952.tsv
tacalcitol	perturbagen_web_05958.tsv
tacrine	perturbagen_web_05960.tsv
tacrolimus	perturbagen_web_05961.tsv
tadalafil	perturbagen_web_05962.tsv
tafenoquine	perturbagen_web_05964.tsv
tafluprost	perturbagen_web_05965.tsv
tagatose	perturbagen_web_05966.tsv
tak-063	perturbagen_web_05967.tsv
tak-285	perturbagen_web_05970.tsv
tak-733	perturbagen_web_05975.tsv
tak-779	perturbagen_web_05976.tsv
tak-875	perturbagen_web_05977.tsv
tak-901	perturbagen_web_05978.tsv
tak-960	perturbagen_web_05979.tsv
talabostat	perturbagen_web_05980.tsv
talampanel	perturbagen_web_05982.tsv
talarozole	perturbagen_web_05984.tsv
talazoparib	perturbagen_web_05985.tsv
talinolol	perturbagen_web_05986.tsv
talipexole	perturbagen_web_05987.tsv
talnetant	perturbagen_web_05989.tsv
talniflumate	perturbagen_web_05990.tsv
talsaclidine	perturbagen_web_05992.tsv
taltirelin	perturbagen_web_05993.tsv
tame	perturbagen_web_05995.tsv
tamibarotene	perturbagen_web_05996.tsv
tamoxifen	perturbagen_web_05998.tsv
tamsulosin	perturbagen_web_05999.tsv
tanaproget	perturbagen_web_06000.tsv
tandospirone	perturbagen_web_06001.tsv
tandutinib	perturbagen_web_06002.tsv
tanespimycin	perturbagen_web_06003.tsv
tangeritin	perturbagen_web_06004.tsv
tapinarof	perturbagen_web_06008.tsv
taranabant	perturbagen_web_06011.tsv
tariquidar	perturbagen_web_06013.tsv
tas-103	perturbagen_web_06015.tsv
taselisib	perturbagen_web_06016.tsv
tasimelteon	perturbagen_web_06017.tsv
tasisulam	perturbagen_web_06018.tsv
tasquinimod	perturbagen_web_06019.tsv
tasuldine	perturbagen_web_06020.tsv
taurine	perturbagen_web_06021.tsv
taurocholate	perturbagen_web_06022.tsv
taurolidine	perturbagen_web_06024.tsv
tavaborole	perturbagen_web_06025.tsv
taxifolin	perturbagen_web_06027.tsv
tazarotene	perturbagen_web_06028.tsv
tazemetostat	perturbagen_web_06029.tsv
tazobactam	perturbagen_web_06030.tsv
tc1	perturbagen_web_06059.tsv
tc2559	perturbagen_web_06060.tsv
tcid	perturbagen_web_06061.tsv
tcs-ox2-29	perturbagen_web_06072.tsv
tcv-309	perturbagen_web_06074.tsv
tebipenem	perturbagen_web_06076.tsv
tecadenoson	perturbagen_web_06077.tsv
tecovirimat	perturbagen_web_06080.tsv
tedizolid	perturbagen_web_06081.tsv
tegaserod	perturbagen_web_06083.tsv
tegobuvir	perturbagen_web_06084.tsv
teicoplanin	perturbagen_web_06085.tsv
telaprevir	perturbagen_web_06089.tsv
telatinib	perturbagen_web_06090.tsv
telbivudine	perturbagen_web_06091.tsv
telcagepant	perturbagen_web_06092.tsv
telenzepine	perturbagen_web_06093.tsv
telithromycin	perturbagen_web_06094.tsv
telmisartan	perturbagen_web_06096.tsv
temefos	perturbagen_web_06101.tsv
temocapril	perturbagen_web_06102.tsv
temoporfin	perturbagen_web_06103.tsv
temozolomide	perturbagen_web_06104.tsv
tempol	perturbagen_web_06105.tsv
temsirolimus	perturbagen_web_06106.tsv
tenapanor	perturbagen_web_06109.tsv
tenatoprazole	perturbagen_web_06110.tsv
teneligliptin	perturbagen_web_06111.tsv
tenidap	perturbagen_web_06112.tsv
tenilsetam	perturbagen_web_06113.tsv
teniposide	perturbagen_web_06114.tsv
tenofovir	perturbagen_web_06115.tsv
tenovin-1	perturbagen_web_06118.tsv
tenoxicam	perturbagen_web_06120.tsv
tepoxalin	perturbagen_web_06122.tsv
tepp-46	perturbagen_web_06123.tsv
teprenone	perturbagen_web_06124.tsv
terameprocol	perturbagen_web_06125.tsv
terazosin	perturbagen_web_06126.tsv
terbinafine	perturbagen_web_06127.tsv
terbutaline	perturbagen_web_06128.tsv
terconazole	perturbagen_web_06130.tsv
terfenadine	perturbagen_web_06131.tsv
terguride	perturbagen_web_06132.tsv
teriflunomide	perturbagen_web_06133.tsv
terlipressin	perturbagen_web_06134.tsv
terodiline	perturbagen_web_06135.tsv
teroxirone	perturbagen_web_06136.tsv
terpene	perturbagen_web_06137.tsv
terutroban	perturbagen_web_06139.tsv
tesaglitazar	perturbagen_web_06140.tsv
tetrabenazine	perturbagen_web_06142.tsv
tetracaine	perturbagen_web_06143.tsv
tetracycline	perturbagen_web_06144.tsv
tetraethylenepentamine	perturbagen_web_06146.tsv
tetrahydropapaverine	perturbagen_web_06148.tsv
tetrahydrouridine	perturbagen_web_06149.tsv
tetrahydrozoline	perturbagen_web_06150.tsv
tetramisole	perturbagen_web_06152.tsv
tetrandrine	perturbagen_web_06153.tsv
tfc-007	perturbagen_web_06158.tsv
tg100-115	perturbagen_web_06165.tsv
tgx-221	perturbagen_web_06167.tsv
th-302	perturbagen_web_06168.tsv
thaliblastine	perturbagen_web_06170.tsv
thalidomide	perturbagen_web_06171.tsv
theaflavin	perturbagen_web_06172.tsv
theobromine	perturbagen_web_06173.tsv
thiamet-g	perturbagen_web_06174.tsv
thiamine	perturbagen_web_06175.tsv
thiamphenicol	perturbagen_web_06177.tsv
thiamylal	perturbagen_web_06178.tsv
thiethylperazine	perturbagen_web_06180.tsv
thiocolchicoside	perturbagen_web_06181.tsv
thiodiglycol	perturbagen_web_06183.tsv
thioguanine	perturbagen_web_06184.tsv
thiomersal	perturbagen_web_06185.tsv
thiopental	perturbagen_web_06186.tsv
thioperamide	perturbagen_web_06187.tsv
thiophanate	perturbagen_web_06188.tsv
thioproperazine	perturbagen_web_06189.tsv
thioridazine	perturbagen_web_06190.tsv
thiorphan	perturbagen_web_06191.tsv
thiostrepton	perturbagen_web_06192.tsv
thiotepa	perturbagen_web_06193.tsv
thiothixene	perturbagen_web_06194.tsv
thiram	perturbagen_web_06195.tsv
thk5351	perturbagen_web_06196.tsv
thymalfasin	perturbagen_web_06200.tsv
thymol	perturbagen_web_06201.tsv
thymopentin	perturbagen_web_06203.tsv
thz1	perturbagen_web_06204.tsv
tiabendazole	perturbagen_web_06207.tsv
tiagabine	perturbagen_web_06208.tsv
tianeptine	perturbagen_web_06209.tsv
tiapride	perturbagen_web_06210.tsv
tiaramide	perturbagen_web_06212.tsv
tibolone	perturbagen_web_06213.tsv
ticagrelor	perturbagen_web_06215.tsv
ticarcillin	perturbagen_web_06216.tsv
ticlopidine	perturbagen_web_06217.tsv
tideglusib	perturbagen_web_06218.tsv
tigecycline	perturbagen_web_06222.tsv
tilmicosin	perturbagen_web_06223.tsv
tilorone	perturbagen_web_06224.tsv
tiludronate	perturbagen_web_06225.tsv
timolol	perturbagen_web_06227.tsv
timonacic	perturbagen_web_06228.tsv
tinidazole	perturbagen_web_06230.tsv
tinoridine	perturbagen_web_06231.tsv
tioconazole	perturbagen_web_06232.tsv
tioguanine	perturbagen_web_06233.tsv
tiopronin	perturbagen_web_06234.tsv
tiotidine	perturbagen_web_06235.tsv
tiotropium	perturbagen_web_06236.tsv
tipifarnib	perturbagen_web_06239.tsv
tipiracil	perturbagen_web_06240.tsv
tipranavir	perturbagen_web_06242.tsv
tirapazamine	perturbagen_web_06246.tsv
tirasemtiv	perturbagen_web_06247.tsv
tiratricol	perturbagen_web_06248.tsv
tirofiban	perturbagen_web_06249.tsv
tivantinib	perturbagen_web_06251.tsv
tivozanib	perturbagen_web_06252.tsv
tizanidine	perturbagen_web_06253.tsv
tmc647055	perturbagen_web_06255.tsv
tms	perturbagen_web_06258.tsv
tnp-470	perturbagen_web_06259.tsv
tobramycin	perturbagen_web_06260.tsv
tocainide	perturbagen_web_06261.tsv
toceranib	perturbagen_web_06262.tsv
tocofersolan	perturbagen_web_06263.tsv
todralazine	perturbagen_web_06264.tsv
tofacitinib	perturbagen_web_06265.tsv
tofisopam	perturbagen_web_06266.tsv
tofogliflozin	perturbagen_web_06267.tsv
tolamolol	perturbagen_web_06268.tsv
tolazamide	perturbagen_web_06269.tsv
tolazoline	perturbagen_web_06270.tsv
tolbutamide	perturbagen_web_06271.tsv
tolcapone	perturbagen_web_06272.tsv
tolmetin	perturbagen_web_06275.tsv
tolnaftate	perturbagen_web_06276.tsv
tolonidine	perturbagen_web_06277.tsv
toloxatone	perturbagen_web_06279.tsv
tolperisone	perturbagen_web_06280.tsv
tolrestat	perturbagen_web_06281.tsv
tolterodine	perturbagen_web_06282.tsv
toltrazuril	perturbagen_web_06283.tsv
tolvaptan	perturbagen_web_06284.tsv
tonabersat	perturbagen_web_06288.tsv
topiramate	perturbagen_web_06290.tsv
topiroxostat	perturbagen_web_06291.tsv
topotecan	perturbagen_web_06292.tsv
torasemide	perturbagen_web_06293.tsv
torcetrapib	perturbagen_web_06294.tsv
toremifene	perturbagen_web_06296.tsv
torin-1	perturbagen_web_06297.tsv
torin-2	perturbagen_web_06298.tsv
tosedostat	perturbagen_web_06299.tsv
tosufloxacin	perturbagen_web_06300.tsv
toyocamycin	perturbagen_web_06301.tsv
tozadenant	perturbagen_web_06302.tsv
tozasertib	perturbagen_web_06303.tsv
tp-0903	perturbagen_web_06305.tsv
tpca-1	perturbagen_web_06307.tsv
tpps4	perturbagen_web_06308.tsv
trabectedin	perturbagen_web_06309.tsv
tracazolate	perturbagen_web_06311.tsv
tram-34	perturbagen_web_06313.tsv
trametinib	perturbagen_web_06315.tsv
tramiprosate	perturbagen_web_06316.tsv
trandolapril	perturbagen_web_06317.tsv
tranexamic-acid	perturbagen_web_06318.tsv
tranilast	perturbagen_web_06319.tsv
tranylcypromine	perturbagen_web_06326.tsv
trap-101	perturbagen_web_06327.tsv
trapidil	perturbagen_web_06328.tsv
travoprost	perturbagen_web_06329.tsv
traxoprodil	perturbagen_web_06330.tsv
trazodone	perturbagen_web_06331.tsv
trebenzomine	perturbagen_web_06332.tsv
trelagliptin	perturbagen_web_06333.tsv
tremorine	perturbagen_web_06334.tsv
treosulfan	perturbagen_web_06335.tsv
treprostinil	perturbagen_web_06337.tsv
trequinsin	perturbagen_web_06338.tsv
tretazicar	perturbagen_web_06339.tsv
tretinoin	perturbagen_web_06340.tsv
triacetin	perturbagen_web_06341.tsv
triamcinolone	perturbagen_web_06342.tsv
triamcinolone-acetonide	perturbagen_web_06343.tsv
triamterene	perturbagen_web_06345.tsv
triapine	perturbagen_web_06346.tsv
tribenoside	perturbagen_web_06347.tsv
tribromoethanol	perturbagen_web_06349.tsv
tributyrin	perturbagen_web_06350.tsv
tricaprylin	perturbagen_web_06351.tsv
trichlormethiazide	perturbagen_web_06352.tsv
trichloroethylene	perturbagen_web_06354.tsv
trichostatin-a	perturbagen_web_06355.tsv
triciribine	perturbagen_web_06356.tsv
triclabendazole	perturbagen_web_06358.tsv
triclocarban	perturbagen_web_06359.tsv
triclosan	perturbagen_web_06360.tsv
trientine	perturbagen_web_06362.tsv
trifloxystrobin	perturbagen_web_06363.tsv
trifluoperazine	perturbagen_web_06364.tsv
triflupromazine	perturbagen_web_06365.tsv
trifluridine	perturbagen_web_06366.tsv
triflusal	perturbagen_web_06367.tsv
trigonelline	perturbagen_web_06368.tsv
trihexyphenidyl	perturbagen_web_06369.tsv
trilostane	perturbagen_web_06371.tsv
trim	perturbagen_web_06372.tsv
trimebutine	perturbagen_web_06373.tsv
trimetazidine	perturbagen_web_06374.tsv
trimethadione	perturbagen_web_06375.tsv
trimethobenzamide	perturbagen_web_06376.tsv
trimethoprim	perturbagen_web_06377.tsv
trimetrexate	perturbagen_web_06381.tsv
trimipramine	perturbagen_web_06382.tsv
trioxsalen	perturbagen_web_06383.tsv
tripelennamine	perturbagen_web_06384.tsv
triprolidine	perturbagen_web_06385.tsv
triptan	perturbagen_web_06386.tsv
triptolide	perturbagen_web_06387.tsv
triptorelin	perturbagen_web_06388.tsv
trofosfamide	perturbagen_web_06392.tsv
troglitazone	perturbagen_web_06393.tsv
troleandomycin	perturbagen_web_06394.tsv
trolox	perturbagen_web_06395.tsv
tromaril	perturbagen_web_06396.tsv
trometamol	perturbagen_web_06397.tsv
tropicamide	perturbagen_web_06400.tsv
tropifexor	perturbagen_web_06401.tsv
tropisetron	perturbagen_web_06402.tsv
trospium	perturbagen_web_06403.tsv
trovafloxacin	perturbagen_web_06404.tsv
troxerutin	perturbagen_web_06407.tsv
troxipide	perturbagen_web_06408.tsv
trv130	perturbagen_web_06409.tsv
tryptanthrin	perturbagen_web_06410.tsv
tryptophan	perturbagen_web_06411.tsv
ttnpb	perturbagen_web_06413.tsv
tuaminoheptane	perturbagen_web_06416.tsv
tubocurarine	perturbagen_web_06418.tsv
tucatinib	perturbagen_web_06419.tsv
tuftsin	perturbagen_web_06421.tsv
tug-891	perturbagen_web_06423.tsv
tulobuterol	perturbagen_web_06424.tsv
tw-37	perturbagen_web_06426.tsv
txa127	perturbagen_web_06428.tsv
tylosin	perturbagen_web_06430.tsv
u-0126	perturbagen_web_06442.tsv
u-0521	perturbagen_web_06443.tsv
u-18666a	perturbagen_web_06445.tsv
u-54494a	perturbagen_web_06447.tsv
ub-165	perturbagen_web_06451.tsv
ubenimex	perturbagen_web_06452.tsv
udenafil	perturbagen_web_06458.tsv
ufenamate	perturbagen_web_06460.tsv
uk-5099	perturbagen_web_06464.tsv
ulifloxacin	perturbagen_web_06466.tsv
ulipristal	perturbagen_web_06467.tsv
umeclidinium	perturbagen_web_06468.tsv
unc0638	perturbagen_web_06473.tsv
unc0646	perturbagen_web_06475.tsv
unc1999	perturbagen_web_06478.tsv
upadacitinib	perturbagen_web_06486.tsv
uracil	perturbagen_web_06491.tsv
urapidil	perturbagen_web_06493.tsv
urb597	perturbagen_web_06494.tsv
urea	perturbagen_web_06495.tsv
urethane	perturbagen_web_06496.tsv
uridine	perturbagen_web_06498.tsv
uridine-5-triphosphate	perturbagen_web_06499.tsv
ursodeoxycholyltaurine	perturbagen_web_06503.tsv
ursodiol	perturbagen_web_06504.tsv
vaborbactam	perturbagen_web_06508.tsv
val-tyr	perturbagen_web_06510.tsv
